locnumber;standyear;rotation;clone;repetition;shoots;dbh1;d0.1 1;dbh2;d0.1 2;dbh3;d0.1 3;dbh4;d0.1 4;dbh5;d0.1 5;dbh6;d0.1 6;dbh7;d0.1 7;dbh8;d0.1 8;dbh9;d0.1 9;dbh10;d0.1 10;dbh11;d0.1 11;dbh12;dbh13;dbh14;dbh15;height;l 1;l 2;l 3;l 4;l 5;l 6;l 7;l 8;l 9;l 10;l 11;l 12;l 13;remark;location;acqdate;treenumber
37;5;2;1;3;4;18;;16;;15;;6;;;;;;;;;;;;;;;;;;;;;50;40;35;20;;;;;;;;;;;;20121115;127
37;5;2;1;3;5;11;;23;;4;;7;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;129
37;5;2;1;3;13;21;;15;;11;;13;;5;;5;;2;;6;;8;;9;;6;;5;;;;;50;45;35;30;18;18;14;21;23;23;21;20;18;;;20121115;133
37;5;2;1;3;9;7;;10;;5;;20;;7;;4;;3;;7;;4;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;135
37;5;2;1;3;7;26;;16;;5;;5;;12;;4;;5;;;;;;;;;;;;;;;55;45;20;19;24;16;20;;;;;;;;;20121115;139
37;5;2;1;3;4;5;;3;;22;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;141
37;5;2;2;3;3;14;;2;;10;;;;;;;;;;;;;;;;;;;;;;;38;14;24;;;;;;;;;;;;;20121115;97
37;5;2;2;3;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;99
37;5;2;2;3;5;27;;29;;3;;3;;4;;;;;;;;;;;;;;;;;;;60;60;16;19;20;;;;;;;;;;;20121115;103
37;5;2;2;3;7;6;;30;;6;;36;;8;;2;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;105
37;5;2;2;3;4;34;;20;;6;;4;;;;;;;;;;;;;;;;;;;;;70;50;21;15;;;;;;;;;;;;20121115;109
37;5;2;2;3;10;11;;22;;36;;22;;5;;12;;35;;4;;5;;6;;;;;;;;;;;;;;;;;;;;;;;;20121115;111
37;5;2;2;3;1;20;;;;;;;;;;;;;;;;;;;;;;;;;;;50;;;;;;;;;;;;;;;20121115;115
37;5;2;2;3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;117
37;5;2;2;3;7;35;;26;;14;;10;;8;;5;;3;;;;;;;;;;;;;;;75;65;35;30;24;21;15;;;;;;;;;20121115;121
37;5;2;2;3;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;123
37;5;2;2;3;8;35;;4;;10;;7;;32;;6;;2;;7;;;;;;;;;;;;;70;16;30;23;70;23;17;22;;;;;;;;20121115;127
37;5;2;2;3;10;10;;3;;5;;6;;36;;11;;34;;5;;11;;5;;;;;;;;;;;;;;;;;;;;;;;;20121115;129
37;5;2;2;3;3;20;;9;;6;;;;;;;;;;;;;;;;;;;;;;;42;20;21;;;;;;;;;;;;;20121115;133
37;5;2;2;3;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;135
37;5;2;2;3;1;6;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;20121115;139
37;5;2;2;3;4;11;;9;;40;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;141
37;5;2;3;3;8;40;;41;;5;;5;;5;;15;;15;;10;;;;;;;;;;;;;70;75;17;19;16;35;35;22;;;;;;;;20121115;97
37;5;2;3;3;5;3;;32;;5;;22;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;99
37;5;2;3;3;3;27;;25;;20;;;;;;;;;;;;;;;;;;;;;;;65;55;45;;;;;;;;;;;;;20121115;103
37;5;2;3;3;3;29;;20;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;105
37;5;2;3;3;3;19;;5;;3;;;;;;;;;;;;;;;;;;;;;;;45;17;16;;;;;;;;;;;;;20121115;109
37;5;2;3;3;8;6;;10;;12;;39;;26;;30;;5;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;111
37;5;2;3;3;3;15;;4;;7;;;;;;;;;;;;;;;;;;;;;;;40;15;23;;;;;;;;;;;;;20121115;115
37;5;2;3;3;7;4;;12;;3;;31;;7;;12;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;117
37;5;2;3;3;2;10;;7;;;;;;;;;;;;;;;;;;;;;;;;;35;24;;;;;;;;;;;;;;20121115;121
37;5;2;3;3;5;4;;3;;28;;7;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;123
37;5;2;3;3;7;32;;11;;4;;4;;3;;36;;7;;;;;;;;;;;;;;;70;30;17;16;16;70;23;;;;;;;;;20121115;127
37;5;2;3;3;4;30;;29;;35;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;129
37;5;2;3;3;8;30;;5;;12;;10;;5;;35;;10;;16;;;;;;;;;;;;;60;18;30;21;14;70;23;35;;;;;;;;20121115;133
37;5;2;3;3;8;10;;11;;30;;6;;10;;30;;35;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;135
37;5;2;3;3;5;20;;5;;4;;5;;21;;;;;;;;;;;;;;;;;;;45;22;17;21;50;;;;;;;;;;;20121115;139
37;5;2;3;3;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;141
37;5;2;4;3;4;13;;11;;13;;5;;;;;;;;;;;;;;;;;;;;;42;35;42;16;;;;;;;;;;;;20121115;97
37;5;2;4;3;4;10;;10;;16;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;99
37;5;2;4;3;5;12;;10;;13;;13;;5;;;;;;;;;;;;;;;;;;;40;25;42;42;17;;;;;;;;;;;20121115;103
37;5;2;4;3;6;5;;15;;11;;17;;13;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;105
37;5;2;4;3;7;16;;10;;18;;4;;17;;11;;11;;;;;;;;;;;;;;;50;24;50;15;55;30;40;;;;;;;;;20121115;109
37;5;2;4;3;5;5;;12;;20;;16;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;111
37;5;2;4;3;7;16;;12;;16;;4;;10;;5;;10;;;;;;;;;;;;;;;50;40;50;16;30;18;35;;;;;;;;;20121115;115
37;5;2;4;3;4;6;;15;;17;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;117
37;5;2;4;3;8;17;;5;;10;;15;;15;;8;;4;;4;;;;;;;;;;;;;55;17;30;50;50;25;17;14;;;;;;;;20121115;121
37;5;2;4;3;7;8;;14;;8;;4;;15;;18;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;123
37;5;2;4;3;7;12;;7;;5;;5;;10;;12;;7;;;;;;;;;;;;;;;43;24;14;18;35;43;18;;;;;;;;;20121115;127
37;5;2;4;3;8;9;;18;;21;;5;;16;;6;;15;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;129
37;5;2;4;3;5;15;;6;;12;;5;;3;;;;;;;;;;;;;;;;;;;50;24;35;16;14;;;;;;;;;;;20121115;133
37;5;2;4;3;5;5;;7;;15;;8;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;135
37;5;2;4;3;9;18;;5;;6;;11;;15;;11;;9;;4;;3;;;;;;;;;;;50;16;21;40;45;40;30;18;15;;;;;;;20121115;139
37;5;2;4;3;12;7;;7;;9;;21;;4;;4;;5;;5;;5;;15;;23;;5;;;;;;;;;;;;;;;;;;;;20121115;141
37;5;2;5;3;4;21;;15;;20;;15;;;;;;;;;;;;;;;;;;;;;55;40;60;55;;;;;;;;;;;;20121115;97
37;5;2;5;3;8;15;;10;;13;;5;;15;;20;;12;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;99
37;5;2;5;3;6;15;;15;;5;;13;;15;;14;;;;;;;;;;;;;;;;;50;45;15;45;35;35;;;;;;;;;;20121115;103
37;5;2;5;3;5;5;;15;;6;;7;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;105
37;5;2;5;3;6;20;;15;;12;;16;;14;;10;;;;;;;;;;;;;;;;;60;50;45;55;50;30;;;;;;;;;;20121115;109
37;5;2;5;3;5;5;;25;;5;;21;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;111
37;5;2;5;3;5;15;;14;;14;;10;;7;;;;;;;;;;;;;;;;;;;45;45;45;30;20;;;;;;;;;;;20121115;115
37;5;2;5;3;4;5;;8;;15;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;117
37;5;2;5;3;4;18;;16;;15;;4;;;;;;;;;;;;;;;;;;;;;60;60;55;15;;;;;;;;;;;;20121115;121
37;5;2;5;3;10;5;;10;;20;;11;;16;;12;;20;;5;;20;;20;;;;;;;;;;;;;;;;;;;;;;;;20121115;123
37;5;2;5;3;6;16;;18;;15;;9;;5;;10;;;;;;;;;;;;;;;;;50;50;35;25;20;40;;;;;;;;;;20121115;127
37;5;2;5;3;6;6;;25;;20;;11;;11;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;129
37;5;2;5;3;6;15;;10;;10;;10;;11;;14;;;;;;;;;;;;;;;;;45;35;25;30;35;45;;;;;;;;;;20121115;133
37;5;2;5;3;6;19;;7;;20;;11;;15;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;135
37;5;2;5;3;6;17;;21;;19;;17;;17;;5;;;;;;;;;;;;;;;;;60;60;60;50;60;16;;;;;;;;;;20121115;139
37;5;2;5;3;5;6;;17;;7;;17;;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;141
37;5;2;1;4;6;32;;22;;10;;10;;6;;5;;;;;;;;;;;;;;;;;70;55;23;25;22;17;;;;;;;;;;20121115;145
37;5;2;1;4;6;3;;5;;11;;32;;5;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;147
37;5;2;1;4;4;23;;15;;8;;4;;;;;;;;;;;;;;;;;;;;;55;40;25;19;;;;;;;;;;;;20121115;151
37;5;2;1;4;8;19;;3;;2;;9;;5;;5;;10;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;154
37;5;2;1;4;5;35;;5;;6;;13;;5;;;;;;;;;;;;;;;;;;;80;16;21;45;18;;;;;;;;;;;20121115;157
37;5;2;1;4;4;4;;19;;4;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;159
37;5;2;1;4;10;37;;20;;10;;6;;6;;5;;6;;14;;10;;6;;;;;;;;;75;50;30;22;17;18;21;40;25;18;;;;;;20121115;163
37;5;2;1;4;8;16;;13;;7;;45;;6;;10;;3;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;165
37;5;2;1;4;8;40;;15;;5;;16;;20;;11;;30;;3;;;;;;;;;;;;;75;40;17;50;55;35;70;15;;;;;;;;20121115;169
37;5;2;1;4;7;4;;5;;7;;30;;37;;10;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;171
37;5;2;1;4;3;46;;11;;15;;;;;;;;;;;;;;;;;;;;;;;75;30;40;;;;;;;;;;;;;20121115;175
37;5;2;1;4;10;4;;19;;15;;14;;36;;10;;2;;8;;3;;7;;;;;;;;;;;;;;;;;;;;;;;;20121115;177
37;5;2;1;4;8;46;;4;;35;;12;;4;;10;;3;;3;;;;;;;;;;;;;80;17;70;40;17;29;15;15;;;;;;;;20121115;181
37;5;2;1;4;6;4;;30;;20;;25;;10;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;183
37;5;2;1;4;8;40;;6;;3;;3;;11;;11;;4;;2;;;;;;;;;;;;;75;22;14;15;30;30;18;15;;;;;;;;20121115;187
37;5;2;1;4;7;4;;32;;4;;45;;20;;7;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;189
37;5;2;2;4;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;;;;;;;20121115;145
37;5;2;2;4;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;147
37;5;2;2;4;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;;20121115;151
37;5;2;2;4;4;3;;16;;7;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;153
37;5;2;2;4;3;12;;4;;3;;;;;;;;;;;;;;;;;;;;;;;30;17;14;;;;;;;;;;;;;20121115;157
37;5;2;2;4;4;10;;5;;5;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;159
37;5;2;2;4;8;30;;29;;6;;9;;4;;6;;6;;3;;;;;;;;;;;;;45;40;22;23;16;21;21;15;;;;;;;;20121115;163
37;5;2;2;4;2;10;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;165
37;5;2;2;4;3;19;;9;;3;;;;;;;;;;;;;;;;;;;;;;;38;25;16;;;;;;;;;;;;;20121115;170
37;5;2;2;4;2;16;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;171
37;5;2;2;4;2;15;;2;;;;;;;;;;;;;;;;;;;;;;;;;35;14;;;;;;;;;;;;;;20121115;175
37;5;2;2;4;1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;178
37;5;2;2;4;2;16;;4;;;;;;;;;;;;;;;;;;;;;;;;;35;18;;;;;;;;;;;;;;20121115;181
37;5;2;2;4;1;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;183
37;5;2;2;4;2;18;;4;;;;;;;;;;;;;;;;;;;;;;;;;35;15;;;;;;;;;;;;;;20121115;188
37;5;2;2;4;1;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;189
37;5;2;3;4;8;25;;23;;9;;10;;3;;5;;9;;2;;;;;;;;;;;;;25;40;21;25;14;19;25;15;;;;;;;;20121115;145
37;5;2;3;4;6;7;;31;;6;;32;;14;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;147
37;5;2;3;4;5;25;;25;;4;;4;;7;;;;;;;;;;;;;;;;;;;45;50;15;16;20;;;;;;;;;;;20121115;151
37;5;2;3;4;5;9;;25;;8;;5;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;153
37;5;2;3;4;4;23;;6;;12;;10;;;;;;;;;;;;;;;;;;;;;45;18;35;23;;;;;;;;;;;;20121115;157
37;5;2;3;4;3;6;;25;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;159
37;5;2;3;4;4;23;;12;;3;;3;;;;;;;;;;;;;;;;;;;;;42;30;16;15;;;;;;;;;;;;20121115;163
37;5;2;3;4;3;3;;19;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;165
37;5;2;3;4;5;23;;20;;14;;12;;6;;;;;;;;;;;;;;;;;;;45;40;30;30;19;;;;;;;;;;;20121115;169
37;5;2;3;4;3;4;;21;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;171
37;5;2;3;4;6;32;;8;;3;;2;;22;;9;;;;;;;;;;;;;;;;;50;20;15;14;35;21;;;;;;;;;;20121115;175
37;5;2;3;4;3;5;;25;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;177
37;5;2;3;4;3;30;;28;;10;;;;;;;;;;;;;;;;;;;;;;;50;40;23;;;;;;;;;;;;;20121115;181
37;5;2;3;4;6;5;;5;;20;;10;;27;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;183
37;5;2;3;4;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;;;;;;;;;;;;20121115;187
37;5;2;3;4;3;13;;19;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;189
37;5;2;4;4;10;27;;11;;19;;10;;4;;5;;28;;11;;6;;3;;;;;;;;;70;35;60;23;18;19;70;30;21;16;;;;;;20121115;145
37;5;2;4;4;9;9;;9;;3;;23;;20;;4;;23;;12;;12;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;147
37;5;2;4;4;3;22;;21;;10;;;;;;;;;;;;;;;;;;;;;;;60;60;25;;;;;;;;;;;;;20121115;151
37;5;2;4;4;10;4;;11;;19;;22;;6;;6;;24;;5;;17;;9;;;;;;;;;;;;;;;;;;;;;;;;20121115;153
37;5;2;4;4;7;26;;19;;7;;6;;5;;15;;19;;;;;;;;;;;;;;;70;60;22;22;19;50;55;;;;;;;;;20121115;157
37;5;2;4;4;7;3;;7;;9;;3;;22;;19;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;159
37;5;2;4;4;7;20;;4;;20;;5;;3;;19;;13;;;;;;;;;;;;;;;60;15;55;21;14;55;40;;;;;;;;;20121115;163
37;5;2;4;4;11;5;;15;;22;;26;;5;;11;;23;;4;;23;;11;;4;;;;;;;;;;;;;;;;;;;;;;20121115;165
37;5;2;4;4;4;20;;17;;21;;6;;;;;;;;;;;;;;;;;;;;;50;45;60;17;;;;;;;;;;;;20121115;169
37;5;2;4;4;7;4;;15;;2;;16;;26;;11;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;171
37;5;2;4;4;11;26;;5;;10;;15;;7;;5;;9;;10;;25;;21;;9;;;;;;;60;18;30;40;23;16;21;22;55;50;22;;;;;20121115;175
37;5;2;4;4;5;5;;20;;11;;16;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;177
37;5;2;4;4;7;20;;19;;4;;5;;19;;23;;10;;;;;;;;;;;;;;;50;50;18;19;50;60;25;;;;;;;;;20121115;181
37;5;2;4;4;3;9;;20;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;183
37;5;2;4;4;4;21;;9;;7;;4;;;;;;;;;;;;;;;;;;;;;50;25;25;16;;;;;;;;;;;;20121115;187
37;5;2;4;4;10;5;;22;;20;;26;;3;;18;;4;;7;;13;;5;;;;;;;;;;;;;;;;;;;;;;;;20121115;189
37;5;2;5;4;9;22;;20;;8;;26;;26;;10;;15;;4;;3;;;;;;;;;;;75;65;26;80;25;40;19;18;;;;;;;;20121115;145
37;5;2;5;4;7;15;;9;;15;;7;;16;;22;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;147
37;5;2;5;4;6;26;;20;;29;;15;;10;;16;;;;;;;;;;;;;;;;;80;70;70;45;25;45;;;;;;;;;;20121115;151
37;5;2;5;4;6;26;;4;;11;;20;;30;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;153
37;5;2;5;4;10;32;;15;;20;;5;;21;;21;;5;;21;;15;;10;;;;;;;;;75;45;55;18;70;70;20;70;60;28;;;;;;20121115;157
37;5;2;5;4;5;6;;20;;18;;14;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;159
37;5;2;5;4;7;29;;22;;22;;20;;22;;4;;11;;;;;;;;;;;;;;;75;70;70;60;70;16;40;;;;;;;;;20121115;163
37;5;2;5;4;7;13;;2;;25;;21;;20;;15;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;165
37;5;2;5;4;5;31;;24;;21;;14;;3;;;;;;;;;;;;;;;;;;;70;70;60;40;14;;;;;;;;;;;20121115;169
37;5;2;5;4;9;4;;5;;21;;27;;27;;11;;21;;19;;3;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;171
37;5;2;5;4;6;21;;18;;16;;2;;13;;6;;;;;;;;;;;;;;;;;60;60;50;13;40;21;;;;;;;;;;20121115;175
37;5;2;5;4;7;26;;27;;29;;26;;6;;14;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;177
37;5;2;5;4;6;24;;4;;3;;17;;5;;7;;;;;;;;;;;;;;;;;60;15;16;50;16;23;;;;;;;;;;20121115;181
37;5;2;5;4;3;17;;6;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;183
37;5;2;5;4;5;27;;24;;20;;10;;7;;;;;;;;;;;;;;;;;;;75;70;65;30;23;;;;;;;;;;;20121115;187
37;5;2;5;4;2;21;;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20121115;189
37;4;2;1;1;4;11;;6;;5;;4;;;;;;;;;;;;;;;;;;;;;27;16,5;10,5;10;;;;;;;;;;;;20120306;1
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;2
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;3
37;4;2;1;1;16;6;;7;;5;;3;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;4
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;5
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;6
37;4;2;1;1;8;13;;17;;10;;11;;12;;9;;10;;7;;;;;;;;;;;;;32;30;24;16;18;17,5;25;19;;;;;;;;20120306;7
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;8
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;9
37;4;2;1;1;10;13;;22;;15;;7;;10;;7;;12;;6;;7;;10;;;;;;;;;;;;;;;;;;;;;;;;20120306;10
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;11
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;12
37;4;2;1;1;8;23;;7;;6;;12;;7;;10;;15;;16;;;;;;;;;;;;;40;22;10,5;14;20;22;32;32;;;;;;;;20120306;13
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;14
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;15
37;4;2;1;1;4;25;;11;;11;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;16
37;4;2;1;1;6;16;;12;;18;;14;;6;;7;;;;;;;;;;;;;;;;;30;18;30;28;10;10;;;;;;;;;;20120306;17
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;18
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;19
37;4;2;1;1;6;23;;20;;10;;10;;6;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;20
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;21
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;22
37;4;2;1;1;6;20;;22;;12;;10;;7;;7;;;;;;;;;;;;;;;;;38;40;14;20;18;19;;;;;;;;;;20120306;23
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;24
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;25
37;4;2;1;1;8;23;;5;;12;;11;;9;;10;;6;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;26
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;27
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;28
37;4;2;1;1;10;24;;7;;12;;3;;6;;12;;12;;5;;9;;7;;;;;;;;;40;18;30;10;16;29;28;10;20;16;;;;;;20120306;29
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;30
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;31
37;4;2;1;1;11;20;;17;;10;;12;;7;;5;;12;;7;;5;;6;;5;;;;;;;;;;;;;;;;;;;;;;20120306;32
37;4;2;1;1;4;12;;17;;6;;4;;;;;;;;;;;;;;;;;;;;;27;30;12;10;;;;;;;;;;;;20120306;33
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;34
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;35
37;4;2;1;1;7;24;;12;;10;;14;;8;;4;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;36
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;37
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;38
37;4;2;1;1;7;22;;19;;17;;4;;7;;15;;10;;;;;;;;;;;;;;;42;40;35;16,5;18;32;23;;;;;;;;;20120306;39
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;40
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;41
37;4;2;1;1;6;19;;21;;16;;11;;5;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;42
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;43
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;44
37;4;2;1;1;6;24;;18;;7;;6;;12;;6;;;;;;;;;;;;;;;;;45;40;23;16;24;12;;;;;;;;;;20120306;45
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;46
37;4;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;47
37;4;2;1;1;5;22;;20;;23;;6;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;48
37;4;2;1;2;3;22;;21;;17;;;;;;;;;;;;;;;;;;;;;;;40;39;38;;;;;;;;;;;;;20120306;49
37;4;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;50
37;4;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;51
37;4;2;1;2;7;12;;5;;11;;23;;15;;10;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;52
37;4;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;53
37;4;2;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20120306;54
37;4;2;1;2;6;6;;12;;26;;22;;12;;7;;;;;;;;;;;;;;;;;18;29;40;38;30;18;;;;;;;;;;20120306;55
